ts,eventId,Message,Location
2024-10-21T16:36:25.1690374Z,1,Data Entry 10,"{""position"":{""x"":-0.882959247,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0510465242,""y"":0.0,""z"":0.0,""w"":0.9986963},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.1723480Z,1,Data Entry 11,"{""position"":{""x"":-0.8779929,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.05321057,""y"":0.0,""z"":0.0,""w"":0.9985834},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.1761592Z,1,Data Entry 12,"{""position"":{""x"":-0.8736121,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.05511925,""y"":0.0,""z"":0.0,""w"":0.998479843},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.1799695Z,1,Data Entry 13,"{""position"":{""x"":-0.8700509,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.05667065,""y"":0.0,""z"":0.0,""w"":0.998393},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.1835728Z,1,Data Entry 14,"{""position"":{""x"":-0.8661253,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.05838071,""y"":0.0,""z"":0.0,""w"":0.9982944},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.1882833Z,1,Data Entry 15,"{""position"":{""x"":-0.8623192,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.06003855,""y"":0.0,""z"":0.0,""w"":0.998196065},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.1926116Z,1,Data Entry 16,"{""position"":{""x"":-0.8584388,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.061728552,""y"":0.0,""z"":0.0,""w"":0.998092949},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.1972828Z,1,Data Entry 17,"{""position"":{""x"":-0.853931665,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.06369132,""y"":0.0,""z"":0.0,""w"":0.9979697},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2013995Z,1,Data Entry 18,"{""position"":{""x"":-0.8492554,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.06572745,""y"":0.0,""z"":0.0,""w"":0.997837663},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2056396Z,1,Data Entry 19,"{""position"":{""x"":-0.8449015,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0676230043,""y"":0.0,""z"":0.0,""w"":0.997711},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2113365Z,1,Data Entry 20,"{""position"":{""x"":-0.840662,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.06946853,""y"":0.0,""z"":0.0,""w"":0.997584164},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2170336Z,1,Data Entry 21,"{""position"":{""x"":-0.8351822,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.07185359,""y"":0.0,""z"":0.0,""w"":0.997415245},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2214616Z,1,Data Entry 22,"{""position"":{""x"":-0.8293823,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0743774548,""y"":0.0,""z"":0.0,""w"":0.9972302},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2273492Z,1,Data Entry 23,"{""position"":{""x"":-0.8244259,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0765338838,""y"":0.0,""z"":0.0,""w"":0.997067034},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2313588Z,1,Data Entry 24,"{""position"":{""x"":-0.81973505,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0785745,""y"":0.0,""z"":0.0,""w"":0.9969083},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2369205Z,1,Data Entry 25,"{""position"":{""x"":-0.814398646,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.08089549,""y"":0.0,""z"":0.0,""w"":0.996722639},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2413030Z,1,Data Entry 26,"{""position"":{""x"":-0.809401035,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.08306882,""y"":0.0,""z"":0.0,""w"":0.9965439},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2469628Z,1,Data Entry 27,"{""position"":{""x"":-0.804691553,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.08511646,""y"":0.0,""z"":0.0,""w"":0.9963711},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2510836Z,1,Data Entry 28,"{""position"":{""x"":-0.799981833,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.08716383,""y"":0.0,""z"":0.0,""w"":0.996194},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2554158Z,1,Data Entry 29,"{""position"":{""x"":-0.795217752,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0892344341,""y"":0.0,""z"":0.0,""w"":0.9960107},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2587452Z,1,Data Entry 30,"{""position"":{""x"":-0.79103595,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0910517,""y"":0.0,""z"":0.0,""w"":0.9958462},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2624380Z,1,Data Entry 31,"{""position"":{""x"":-0.787502468,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0925869346,""y"":0.0,""z"":0.0,""w"":0.9957046},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2679492Z,1,Data Entry 32,"{""position"":{""x"":-0.783974469,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.09411962,""y"":0.0,""z"":0.0,""w"":0.9955609},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2728493Z,1,Data Entry 33,"{""position"":{""x"":-0.7789439,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.09630464,""y"":0.0,""z"":0.0,""w"":0.9953519},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2838797Z,1,Data Entry 34,"{""position"":{""x"":-0.7735647,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.0986406,""y"":0.0,""z"":0.0,""w"":0.995123148},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2888144Z,1,Data Entry 35,"{""position"":{""x"":-0.762424469,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.103476532,""y"":0.0,""z"":0.0,""w"":0.994631946},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2933704Z,1,Data Entry 36,"{""position"":{""x"":-0.758055747,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.105372347,""y"":0.0,""z"":0.0,""w"":0.994432867},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.2983055Z,1,Data Entry 37,"{""position"":{""x"":-0.75319165,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.10748262,""y"":0.0,""z"":0.0,""w"":0.994206965},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3038752Z,1,Data Entry 38,"{""position"":{""x"":-0.748161852,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.109664366,""y"":0.0,""z"":0.0,""w"":0.9939687},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3092269Z,1,Data Entry 39,"{""position"":{""x"":-0.742718756,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.112024762,""y"":0.0,""z"":0.0,""w"":0.993705451},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3126325Z,1,Data Entry 40,"{""position"":{""x"":-0.7377539,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.1141772,""y"":0.0,""z"":0.0,""w"":0.9934604},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3186398Z,1,Data Entry 41,"{""position"":{""x"":-0.733072042,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.116206437,""y"":0.0,""z"":0.0,""w"":0.9932251},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3241951Z,1,Data Entry 42,"{""position"":{""x"":-0.727639258,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.118560582,""y"":0.0,""z"":0.0,""w"":0.9929468},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3305413Z,1,Data Entry 43,"{""position"":{""x"":-0.722273469,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.120884977,""y"":0.0,""z"":0.0,""w"":0.992666543},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3365275Z,1,Data Entry 44,"{""position"":{""x"":-0.7165223,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.123375677,""y"":0.0,""z"":0.0,""w"":0.992360055},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3422874Z,1,Data Entry 45,"{""position"":{""x"":-0.7096802,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.126337692,""y"":0.0,""z"":0.0,""w"":0.991987348},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3481908Z,1,Data Entry 46,"{""position"":{""x"":-0.704052,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.128773376,""y"":0.0,""z"":0.0,""w"":0.991674066},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3529951Z,1,Data Entry 47,"{""position"":{""x"":-0.6986565,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.131107673,""y"":0.0,""z"":0.0,""w"":0.9913682},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3581639Z,1,Data Entry 48,"{""position"":{""x"":-0.6933989,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.133381575,""y"":0.0,""z"":0.0,""w"":0.9910648},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3633123Z,1,Data Entry 49,"{""position"":{""x"":-0.688228,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.1356173,""y"":0.0,""z"":0.0,""w"":0.99076134},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3771133Z,1,Data Entry 50,"{""position"":{""x"":-0.6832649,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.137762547,""y"":0.0,""z"":0.0,""w"":0.9904653},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3834440Z,1,Data Entry 51,"{""position"":{""x"":-0.67015624,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.1434255,""y"":0.0,""z"":0.0,""w"":0.9896612},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3890867Z,1,Data Entry 52,"{""position"":{""x"":-0.66310513,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.146469668,""y"":0.0,""z"":0.0,""w"":0.9892152},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.3946832Z,1,Data Entry 53,"{""position"":{""x"":-0.657734036,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.148787558,""y"":0.0,""z"":0.0,""w"":0.9888692},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4006660Z,1,Data Entry 54,"{""position"":{""x"":-0.65189594,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.151306123,""y"":0.0,""z"":0.0,""w"":0.988487},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4052466Z,1,Data Entry 55,"{""position"":{""x"":-0.646172762,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.153774112,""y"":0.0,""z"":0.0,""w"":0.988106},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4112379Z,1,Data Entry 56,"{""position"":{""x"":-0.6413715,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.155843854,""y"":0.0,""z"":0.0,""w"":0.9877817},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4160271Z,1,Data Entry 57,"{""position"":{""x"":-0.635667562,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.158301756,""y"":0.0,""z"":0.0,""w"":0.9873908},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4211814Z,1,Data Entry 58,"{""position"":{""x"":-0.6305392,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.160510808,""y"":0.0,""z"":0.0,""w"":0.987034142},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4270636Z,1,Data Entry 59,"{""position"":{""x"":-0.62536335,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.162739486,""y"":0.0,""z"":0.0,""w"":0.986669064},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4394484Z,1,Data Entry 60,"{""position"":{""x"":-0.619914532,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.1650848,""y"":0.0,""z"":0.0,""w"":0.9862794},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4443978Z,1,Data Entry 61,"{""position"":{""x"":-0.6073622,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.170484126,""y"":0.0,""z"":0.0,""w"":0.985360444},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4495483Z,1,Data Entry 62,"{""position"":{""x"":-0.6021652,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.172718138,""y"":0.0,""z"":0.0,""w"":0.984971344},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4539581Z,1,Data Entry 63,"{""position"":{""x"":-0.597553134,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.174699947,""y"":0.0,""z"":0.0,""w"":0.9846217},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4594351Z,1,Data Entry 64,"{""position"":{""x"":-0.5925638,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.176843062,""y"":0.0,""z"":0.0,""w"":0.984239042},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4639119Z,1,Data Entry 65,"{""position"":{""x"":-0.587162733,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.179162115,""y"":0.0,""z"":0.0,""w"":0.9838196},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4689251Z,1,Data Entry 66,"{""position"":{""x"":-0.582458138,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.181181282,""y"":0.0,""z"":0.0,""w"":0.983449757},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4726585Z,1,Data Entry 67,"{""position"":{""x"":-0.577817261,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.183172345,""y"":0.0,""z"":0.0,""w"":0.9830808},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4789485Z,1,Data Entry 68,"{""position"":{""x"":-0.573197842,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.185153469,""y"":0.0,""z"":0.0,""w"":0.982709646},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4850515Z,1,Data Entry 69,"{""position"":{""x"":-0.56768316,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.187517524,""y"":0.0,""z"":0.0,""w"":0.98226124},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4905626Z,1,Data Entry 70,"{""position"":{""x"":-0.561919,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.189987421,""y"":0.0,""z"":0.0,""w"":0.981786549},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.4955083Z,1,Data Entry 71,"{""position"":{""x"":-0.5567024,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.192221627,""y"":0.0,""z"":0.0,""w"":0.981351554},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5009714Z,1,Data Entry 72,"{""position"":{""x"":-0.5510847,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.1946265,""y"":0.0,""z"":0.0,""w"":0.980877459},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5075483Z,1,Data Entry 73,"{""position"":{""x"":-0.5459898,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.196806565,""y"":0.0,""z"":0.0,""w"":0.980442345},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5118956Z,1,Data Entry 74,"{""position"":{""x"":-0.5397911,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.19945766,""y"":0.0,""z"":0.0,""w"":0.9799065},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5172498Z,1,Data Entry 75,"{""position"":{""x"":-0.5345688,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.201690033,""y"":0.0,""z"":0.0,""w"":0.979449451},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5234191Z,1,Data Entry 76,"{""position"":{""x"":-0.529130161,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.20401375,""y"":0.0,""z"":0.0,""w"":0.978968},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5290505Z,1,Data Entry 77,"{""position"":{""x"":-0.523407757,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.206457451,""y"":0.0,""z"":0.0,""w"":0.9784556},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5342660Z,1,Data Entry 78,"{""position"":{""x"":-0.517910957,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.208803609,""y"":0.0,""z"":0.0,""w"":0.9779576},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5392982Z,1,Data Entry 79,"{""position"":{""x"":-0.512160659,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.211256653,""y"":0.0,""z"":0.0,""w"":0.977430642},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5441431Z,1,Data Entry 80,"{""position"":{""x"":-0.507243454,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.213353291,""y"":0.0,""z"":0.0,""w"":0.976975143},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5495659Z,1,Data Entry 81,"{""position"":{""x"":-0.502396047,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.215419233,""y"":0.0,""z"":0.0,""w"":0.97652173},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5545509Z,1,Data Entry 82,"{""position"":{""x"":-0.497190535,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.21763663,""y"":0.0,""z"":0.0,""w"":0.9760299},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5587267Z,1,Data Entry 83,"{""position"":{""x"":-0.492061138,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.219820589,""y"":0.0,""z"":0.0,""w"":0.9755404},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5642969Z,1,Data Entry 84,"{""position"":{""x"":-0.487591535,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.221722677,""y"":0.0,""z"":0.0,""w"":0.975109756},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5691197Z,1,Data Entry 85,"{""position"":{""x"":-0.482192934,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.224018991,""y"":0.0,""z"":0.0,""w"":0.9745848},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5740139Z,1,Data Entry 86,"{""position"":{""x"":-0.477944344,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.2258253,""y"":0.0,""z"":0.0,""w"":0.9741679},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5804505Z,1,Data Entry 87,"{""position"":{""x"":-0.472597539,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.228097409,""y"":0.0,""z"":0.0,""w"":0.973638356},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5953029Z,1,Data Entry 88,"{""position"":{""x"":-0.466299325,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.230772242,""y"":0.0,""z"":0.0,""w"":0.973007858},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.5993334Z,1,Data Entry 89,"{""position"":{""x"":-0.4520316,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.236825123,""y"":0.0,""z"":0.0,""w"":0.9715524},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6042363Z,1,Data Entry 90,"{""position"":{""x"":-0.447041,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.238940179,""y"":0.0,""z"":0.0,""w"":0.971034348},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6103254Z,1,Data Entry 91,"{""position"":{""x"":-0.4423156,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.240941778,""y"":0.0,""z"":0.0,""w"":0.97053957},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6154424Z,1,Data Entry 92,"{""position"":{""x"":-0.4365957,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.243363291,""y"":0.0,""z"":0.0,""w"":0.9699352},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6203925Z,1,Data Entry 93,"{""position"":{""x"":-0.4312336,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.245631948,""y"":0.0,""z"":0.0,""w"":0.9693632},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6271962Z,1,Data Entry 94,"{""position"":{""x"":-0.426199615,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.247760549,""y"":0.0,""z"":0.0,""w"":0.968821347},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6316982Z,1,Data Entry 95,"{""position"":{""x"":-0.419997,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.250381619,""y"":0.0,""z"":0.0,""w"":0.9681472},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6366409Z,1,Data Entry 96,"{""position"":{""x"":-0.4147574,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.252594352,""y"":0.0,""z"":0.0,""w"":0.967572331},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6421341Z,1,Data Entry 97,"{""position"":{""x"":-0.4096745,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.254739642,""y"":0.0,""z"":0.0,""w"":0.9670097},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
2024-10-21T16:36:25.6482545Z,1,Data Entry 98,"{""position"":{""x"":-0.404553384,""y"":1.0,""z"":0.0},""rotation"":{""x"":0.2568998,""y"":0.0,""z"":0.0,""w"":0.966438055},""localScale"":{""x"":1.0,""y"":1.0,""z"":1.0}}"
